assetName,lat,long,businessCategory,riskRating,riskFactors,year
Waller Ltd,45.4473,-73.75335,Retail,0.3,"{""Hurricane"": 0.05, ""Volcano"": 0.02, ""Earthquake"": 0.0, ""Tornado"": 0.05, ""Extreme cold"": 0.07, ""Sea level rise"": 0.02, ""Drought"": 0.08, ""Extreme heat"": 0.01}",2030
Waller Ltd,43.86682,-79.2663,Healthcare,0.44,"{""Sea level rise"": 0.44}",2040
Banks-Carlson,50.26729,-119.27337,Healthcare,0.67,"{""Earthquake"": 0.52, ""Sea level rise"": 0.15}",2030
"Rodriguez, Roberts and Fuller",50.26729,-119.27337,Healthcare,0.15,"{""Flooding"": 0.03, ""Sea level rise"": 0.02, ""Extreme heat"": 0.02, ""Tornado"": 0.04, ""Earthquake"": 0.0, ""Wildfire"": 0.01, ""Volcano"": 0.03}",2040
Banks-Carlson,49.88307,-119.48568,Healthcare,0.49,"{""Hurricane"": 0.07, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Tornado"": 0.0, ""Flooding"": 0.03, ""Earthquake"": 0.11, ""Volcano"": 0.13}",2030
"Taylor, Mitchell and Ward",45.43341,-73.86586,Energy,0.61,"{""Volcano"": 0.05, ""Drought"": 0.28, ""Hurricane"": 0.28}",2070
"Marks, Garrett and Cummings",45.43341,-73.86586,Healthcare,0.17,"{""Drought"": 0.02, ""Earthquake"": 0.02, ""Flooding"": 0.02, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Volcano"": 0.01, ""Extreme heat"": 0.02, ""Tornado"": 0.03, ""Extreme cold"": 0.0, ""Sea level rise"": 0.03}",2040
Smith-Woods,46.1351,-60.1831,Finance,0.98,"{""Hurricane"": 0.36, ""Wildfire"": 0.49, ""Volcano"": 0.13}",2050
Ware PLC,46.1351,-60.1831,Manufacturing,0.47,"{""Sea level rise"": 0.08, ""Wildfire"": 0.1, ""Hurricane"": 0.06, ""Extreme cold"": 0.09, ""Tornado"": 0.01, ""Flooding"": 0.04, ""Extreme heat"": 0.09}",2060
"Landry, Molina and Green",45.4473,-73.75335,Energy,0.75,"{""Sea level rise"": 0.16, ""Drought"": 0.02, ""Volcano"": 0.02, ""Hurricane"": 0.09, ""Extreme heat"": 0.13, ""Wildfire"": 0.1, ""Flooding"": 0.08, ""Earthquake"": 0.15}",2030
"Washington, Rogers and Morrison",45.43341,-73.86586,Healthcare,0.37,"{""Earthquake"": 0.03, ""Hurricane"": 0.04, ""Volcano"": 0.01, ""Wildfire"": 0.12, ""Extreme heat"": 0.13, ""Tornado"": 0.04}",2060
"Walker, Hogan and Mendez",53.51684,-113.3187,Manufacturing,0.91,"{""Wildfire"": 0.08, ""Extreme cold"": 0.11, ""Tornado"": 0.17, ""Volcano"": 0.14, ""Earthquake"": 0.16, ""Sea level rise"": 0.01, ""Flooding"": 0.03, ""Hurricane"": 0.12, ""Extreme heat"": 0.03, ""Drought"": 0.06}",2050
Patel-Brooks,45.40008,-73.58248,Finance,0.79,"{""Tornado"": 0.15000000000000002, ""Extreme cold"": 0.13, ""Volcano"": 0.08, ""Hurricane"": 0.1, ""Wildfire"": 0.03, ""Drought"": 0.18, ""Flooding"": 0.09, ""Extreme heat"": 0.03}",2050
Duke Ltd,42.8334,-80.38297,Healthcare,0.52,"{""Earthquake"": 0.01, ""Tornado"": 0.04, ""Wildfire"": 0.03, ""Extreme heat"": 0.07, ""Volcano"": 0.08, ""Flooding"": 0.01, ""Sea level rise"": 0.07, ""Extreme cold"": 0.08, ""Hurricane"": 0.07, ""Drought"": 0.06}",2030
Jones Ltd,50.26729,-119.27337,Retail,0.9,"{""Tornado"": 0.1, ""Volcano"": 0.22, ""Drought"": 0.18, ""Flooding"": 0.24, ""Extreme cold"": 0.16}",2050
"Taylor, Mitchell and Ward",43.86682,-79.2663,Technology,0.47,"{""Tornado"": 0.16, ""Extreme cold"": 0.13, ""Extreme heat"": 0.01, ""Hurricane"": 0.03, ""Sea level rise"": 0.14}",2040
Acevedo-Kennedy,50.26729,-119.27337,Manufacturing,0.27,"{""Flooding"": 0.07, ""Extreme cold"": 0.13, ""Hurricane"": 0.07}",2050
Patel-Brooks,45.4473,-73.75335,Retail,0.69,"{""Earthquake"": 0.05, ""Extreme cold"": 0.15, ""Tornado"": 0.02, ""Hurricane"": 0.13, ""Sea level rise"": 0.09, ""Extreme heat"": 0.07, ""Flooding"": 0.18}",2030
Jones Ltd,43.86682,-79.2663,Energy,0.84,"{""Hurricane"": 0.57, ""Tornado"": 0.27}",2060
"Fox, Daniel and Coleman",45.44868,-73.81669,Finance,0.32,"{""Wildfire"": 0.08, ""Sea level rise"": 0.06, ""Volcano"": 0.02, ""Earthquake"": 0.08, ""Extreme cold"": 0.02, ""Extreme heat"": 0.02, ""Hurricane"": 0.03, ""Tornado"": 0.01}",2040
Reid-Sherman,50.26729,-119.27337,Energy,0.33,"{""Volcano"": 0.05, ""Wildfire"": 0.02, ""Flooding"": 0.15, ""Earthquake"": 0.11}",2070
"Landry, Molina and Green",46.23899,-63.13414,Manufacturing,0.46,"{""Flooding"": 0.06999999999999999, ""Volcano"": 0.15, ""Earthquake"": 0.05, ""Sea level rise"": 0.03, ""Tornado"": 0.03, ""Drought"": 0.07, ""Extreme heat"": 0.06}",2050
Gray-Evans,43.86682,-79.2663,Energy,0.82,"{""Flooding"": 0.42, ""Drought"": 0.4}",2060
Kemp-Anderson,49.88307,-119.48568,Energy,0.72,"{""Extreme heat"": 0.72}",2040
"Mcpherson, Simmons and Simpson",53.51684,-113.3187,Manufacturing,0.94,"{""Sea level rise"": 0.18, ""Flooding"": 0.56, ""Tornado"": 0.2}",2040
Waller Ltd,46.23899,-63.13414,Energy,0.02,"{""Flooding"": 0.01, ""Sea level rise"": 0.0, ""Extreme heat"": 0.01}",2040
Patel-Brooks,53.51684,-113.3187,Energy,0.75,"{""Tornado"": 0.2, ""Flooding"": 0.08, ""Earthquake"": 0.13, ""Drought"": 0.16, ""Sea level rise"": 0.0, ""Hurricane"": 0.18}",2070
"Mcpherson, Simmons and Simpson",42.8334,-80.38297,Manufacturing,0.05,"{""Drought"": 0.0, ""Sea level rise"": 0.0, ""Flooding"": 0.01, ""Volcano"": 0.01, ""Extreme cold"": 0.01, ""Tornado"": 0.0, ""Wildfire"": 0.01, ""Hurricane"": 0.01}",2030
"Taylor, Mitchell and Ward",53.51684,-113.3187,Energy,0.15,"{""Tornado"": 0.0, ""Extreme heat"": 0.02, ""Wildfire"": 0.01, ""Earthquake"": 0.04, ""Flooding"": 0.02, ""Drought"": 0.01, ""Volcano"": 0.03, ""Extreme cold"": 0.02}",2070
Flynn-Anderson,46.23899,-63.13414,Finance,0.83,"{""Wildfire"": 0.18000000000000002, ""Earthquake"": 0.23, ""Extreme cold"": 0.06, ""Drought"": 0.06, ""Volcano"": 0.05, ""Hurricane"": 0.14, ""Sea level rise"": 0.03, ""Extreme heat"": 0.08}",2030
"Roberts, Burke and Williams",49.88307,-119.48568,Manufacturing,0.68,"{""Sea level rise"": 0.060000000000000005, ""Flooding"": 0.11, ""Extreme heat"": 0.09, ""Earthquake"": 0.19, ""Wildfire"": 0.08, ""Volcano"": 0.0, ""Hurricane"": 0.04, ""Drought"": 0.02, ""Extreme cold"": 0.07, ""Tornado"": 0.02}",2060
"Hooper, Evans and Merritt",43.86682,-79.2663,Retail,0.84,"{""Hurricane"": 0.15, ""Extreme cold"": 0.35, ""Extreme heat"": 0.33, ""Wildfire"": 0.01}",2040
"Higgins, Brown and Vaughn",45.4473,-73.75335,Finance,0.98,"{""Earthquake"": 0.06, ""Hurricane"": 0.13, ""Flooding"": 0.43, ""Extreme heat"": 0.03, ""Volcano"": 0.3, ""Wildfire"": 0.03}",2050
"Taylor, Mitchell and Ward",53.51684,-113.3187,Retail,0.7,"{""Drought"": 0.2, ""Extreme heat"": 0.18, ""Wildfire"": 0.15, ""Extreme cold"": 0.06, ""Volcano"": 0.06, ""Hurricane"": 0.05}",2040
"Rodriguez, Roberts and Fuller",46.23899,-63.13414,Energy,0.11,"{""Volcano"": 0.01, ""Extreme cold"": 0.02, ""Extreme heat"": 0.03, ""Tornado"": 0.01, ""Wildfire"": 0.03, ""Flooding"": 0.01, ""Earthquake"": 0.0}",2060
Campos and Sons,50.26729,-119.27337,Manufacturing,0.88,"{""Extreme heat"": 0.45, ""Volcano"": 0.26, ""Wildfire"": 0.17}",2060
"Roberts, Burke and Williams",43.86682,-79.2663,Healthcare,0.51,"{""Extreme heat"": 0.13, ""Earthquake"": 0.08, ""Tornado"": 0.07, ""Sea level rise"": 0.01, ""Wildfire"": 0.13, ""Drought"": 0.01, ""Hurricane"": 0.08}",2040
"Watson, Evans and Smith",45.44868,-73.81669,Retail,0.84,"{""Sea level rise"": 0.11, ""Wildfire"": 0.04, ""Flooding"": 0.13, ""Drought"": 0.13, ""Tornado"": 0.11, ""Volcano"": 0.04, ""Extreme heat"": 0.11, ""Extreme cold"": 0.01, ""Hurricane"": 0.07, ""Earthquake"": 0.09}",2040
"Mcknight, Beasley and Stewart",45.44868,-73.81669,Finance,0.82,"{""Volcano"": 0.06999999999999999, ""Flooding"": 0.07, ""Tornado"": 0.08, ""Wildfire"": 0.06, ""Drought"": 0.11, ""Extreme cold"": 0.11, ""Earthquake"": 0.08, ""Hurricane"": 0.09, ""Sea level rise"": 0.13, ""Extreme heat"": 0.02}",2030
Gray-Evans,45.4473,-73.75335,Manufacturing,0.37,"{""Earthquake"": 0.019999999999999997, ""Tornado"": 0.06, ""Wildfire"": 0.04, ""Extreme heat"": 0.02, ""Volcano"": 0.01, ""Extreme cold"": 0.06, ""Hurricane"": 0.05, ""Sea level rise"": 0.05, ""Drought"": 0.06}",2060
Gross PLC,49.88307,-119.48568,Retail,0.51,"{""Tornado"": 0.17, ""Sea level rise"": 0.34}",2070
Flynn-Anderson,45.40008,-73.58248,Retail,0.52,"{""Volcano"": 0.03, ""Earthquake"": 0.01, ""Sea level rise"": 0.07, ""Tornado"": 0.07, ""Extreme heat"": 0.07, ""Wildfire"": 0.05, ""Hurricane"": 0.02, ""Flooding"": 0.06, ""Extreme cold"": 0.06, ""Drought"": 0.08}",2060
Jimenez-Gallegos,45.4473,-73.75335,Retail,0.42,"{""Sea level rise"": 0.13, ""Extreme cold"": 0.01, ""Tornado"": 0.12, ""Drought"": 0.04, ""Extreme heat"": 0.1, ""Earthquake"": 0.02}",2070
Perez-Robertson,45.44868,-73.81669,Finance,0.92,"{""Tornado"": 0.25, ""Wildfire"": 0.05, ""Flooding"": 0.1, ""Extreme cold"": 0.15, ""Extreme heat"": 0.27, ""Drought"": 0.1}",2060
Reid-Sherman,45.40008,-73.58248,Finance,0.44,"{""Extreme cold"": 0.37, ""Earthquake"": 0.07}",2060
Acevedo-Kennedy,53.51684,-113.3187,Retail,0.35,"{""Earthquake"": 0.05, ""Flooding"": 0.08, ""Volcano"": 0.04, ""Hurricane"": 0.02, ""Extreme heat"": 0.04, ""Extreme cold"": 0.12}",2060
Park and Sons,49.88307,-119.48568,Energy,0.64,"{""Extreme cold"": 0.06, ""Volcano"": 0.17, ""Wildfire"": 0.01, ""Hurricane"": 0.2, ""Flooding"": 0.2}",2050
Torres-Sanchez,46.23899,-63.13414,Finance,0.93,"{""Flooding"": 0.049999999999999996, ""Extreme heat"": 0.13, ""Hurricane"": 0.07, ""Volcano"": 0.13, ""Extreme cold"": 0.02, ""Sea level rise"": 0.1, ""Drought"": 0.02, ""Wildfire"": 0.14, ""Tornado"": 0.12, ""Earthquake"": 0.15}",2030
Wilkerson-Miranda,45.4473,-73.75335,Manufacturing,0.09,"{""Extreme cold"": 0.09, ""Hurricane"": 0.0}",2060
"Marks, Garrett and Cummings",45.44868,-73.81669,Healthcare,0.45,"{""Sea level rise"": 0.05, ""Flooding"": 0.11, ""Drought"": 0.1, ""Extreme heat"": 0.09, ""Wildfire"": 0.04, ""Extreme cold"": 0.04, ""Hurricane"": 0.02}",2040
"Marks, Garrett and Cummings",46.23899,-63.13414,Finance,0.62,"{""Tornado"": 0.47, ""Volcano"": 0.15}",2070
Waller Ltd,45.4473,-73.75335,Energy,0.56,"{""Volcano"": 0.07, ""Earthquake"": 0.1, ""Tornado"": 0.03, ""Drought"": 0.06, ""Extreme cold"": 0.2, ""Extreme heat"": 0.08, ""Flooding"": 0.02}",2040
Robertson-Petersen,46.1351,-60.1831,Manufacturing,0.33,"{""Wildfire"": 0.18, ""Drought"": 0.06, ""Earthquake"": 0.07, ""Extreme cold"": 0.02}",2070
Miller-Norris,45.40008,-73.58248,Retail,0.5,"{""Volcano"": 0.04, ""Flooding"": 0.18, ""Extreme heat"": 0.01, ""Hurricane"": 0.08, ""Wildfire"": 0.05, ""Extreme cold"": 0.14}",2040
Jones Ltd,50.26729,-119.27337,Manufacturing,0.68,"{""Earthquake"": 0.13999999999999999, ""Tornado"": 0.25, ""Extreme cold"": 0.19, ""Wildfire"": 0.07, ""Volcano"": 0.03}",2050
Jones Ltd,45.40008,-73.58248,Finance,0.61,"{""Earthquake"": 0.18, ""Volcano"": 0.07, ""Wildfire"": 0.13, ""Tornado"": 0.23}",2060
Anderson Group,46.23899,-63.13414,Finance,0.84,"{""Flooding"": 0.06999999999999999, ""Wildfire"": 0.16, ""Drought"": 0.13, ""Tornado"": 0.13, ""Extreme heat"": 0.09, ""Volcano"": 0.01, ""Hurricane"": 0.13, ""Sea level rise"": 0.12}",2040
Patel-Brooks,49.88307,-119.48568,Finance,0.92,"{""Hurricane"": 0.13, ""Flooding"": 0.13, ""Extreme heat"": 0.03, ""Earthquake"": 0.06, ""Sea level rise"": 0.13, ""Volcano"": 0.02, ""Tornado"": 0.13, ""Extreme cold"": 0.15, ""Drought"": 0.14}",2050
"Harrison, Meza and Rios",45.40008,-73.58248,Finance,0.68,"{""Flooding"": 0.68}",2040
"Marks, Garrett and Cummings",45.40008,-73.58248,Manufacturing,0.47,"{""Sea level rise"": 0.47}",2050
Vega-Huffman,53.51684,-113.3187,Technology,0.89,"{""Earthquake"": 0.11, ""Sea level rise"": 0.16, ""Wildfire"": 0.15, ""Extreme cold"": 0.17, ""Hurricane"": 0.05, ""Drought"": 0.01, ""Volcano"": 0.11, ""Extreme heat"": 0.13}",2060
Wilkerson-Miranda,50.26729,-119.27337,Healthcare,0.58,"{""Earthquake"": 0.58}",2030
Reid-Sherman,45.40008,-73.58248,Finance,0.96,"{""Extreme cold"": 0.06999999999999999, ""Earthquake"": 0.28, ""Extreme heat"": 0.61}",2030
Thomas-Chavez,45.40008,-73.58248,Finance,0.31,"{""Hurricane"": 0.11, ""Volcano"": 0.03, ""Drought"": 0.04, ""Tornado"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.1}",2050
"Taylor, Mitchell and Ward",53.51684,-113.3187,Retail,0.83,"{""Volcano"": 0.11, ""Wildfire"": 0.04, ""Extreme cold"": 0.14, ""Extreme heat"": 0.06, ""Earthquake"": 0.07, ""Drought"": 0.06, ""Hurricane"": 0.02, ""Flooding"": 0.13, ""Sea level rise"": 0.13, ""Tornado"": 0.07}",2060
Rivera Inc,46.23899,-63.13414,Manufacturing,0.66,"{""Hurricane"": 0.15000000000000002, ""Volcano"": 0.06, ""Tornado"": 0.0, ""Extreme heat"": 0.12, ""Sea level rise"": 0.19, ""Drought"": 0.14}",2030
Jimenez-Gallegos,43.86682,-79.2663,Technology,0.05,"{""Volcano"": 0.0, ""Earthquake"": 0.02, ""Hurricane"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.02, ""Wildfire"": 0.01, ""Extreme cold"": 0.0, ""Extreme heat"": 0.0}",2030
Smith-Woods,49.88307,-119.48568,Energy,0.11,"{""Volcano"": 0.02, ""Wildfire"": 0.04, ""Drought"": 0.05}",2050
"Mejia, Roberts and Gay",43.86682,-79.2663,Healthcare,0.7,"{""Hurricane"": 0.09, ""Tornado"": 0.25, ""Earthquake"": 0.36}",2030
Strickland-Daniels,50.26729,-119.27337,Energy,0.48,"{""Flooding"": 0.08, ""Volcano"": 0.11, ""Extreme cold"": 0.11, ""Earthquake"": 0.13, ""Wildfire"": 0.05}",2070
Alvarez Inc,45.43341,-73.86586,Manufacturing,0.33,"{""Tornado"": 0.09, ""Drought"": 0.11, ""Extreme heat"": 0.07, ""Volcano"": 0.06}",2070
"Roberts, Burke and Williams",46.23899,-63.13414,Healthcare,0.29,"{""Drought"": 0.29}",2050
Zuniga Inc,43.86682,-79.2663,Energy,0.92,"{""Volcano"": 0.46, ""Extreme cold"": 0.46}",2030
Jimenez-Gallegos,43.86682,-79.2663,Retail,0.14,"{""Extreme heat"": 0.07, ""Volcano"": 0.07}",2050
Banks-Carlson,46.1351,-60.1831,Technology,0.06,"{""Extreme heat"": 0.0, ""Hurricane"": 0.01, ""Extreme cold"": 0.0, ""Flooding"": 0.01, ""Sea level rise"": 0.01, ""Tornado"": 0.01, ""Volcano"": 0.01, ""Wildfire"": 0.01, ""Drought"": 0.0}",2030
"Mcpherson, Simmons and Simpson",46.1351,-60.1831,Finance,0.69,"{""Earthquake"": 0.39, ""Hurricane"": 0.19, ""Tornado"": 0.11}",2040
Jimenez-Gallegos,45.44868,-73.81669,Technology,0.44,"{""Sea level rise"": 0.39, ""Wildfire"": 0.05}",2040
Ware PLC,49.88307,-119.48568,Technology,0.53,"{""Sea level rise"": 0.11, ""Drought"": 0.01, ""Wildfire"": 0.09, ""Flooding"": 0.02, ""Extreme heat"": 0.07, ""Earthquake"": 0.05, ""Hurricane"": 0.06, ""Extreme cold"": 0.03, ""Tornado"": 0.09, ""Volcano"": 0.0}",2040
Martin-Jenkins,46.1351,-60.1831,Retail,0.1,"{""Extreme cold"": 0.01, ""Flooding"": 0.01, ""Wildfire"": 0.02, ""Hurricane"": 0.0, ""Drought"": 0.02, ""Earthquake"": 0.0, ""Sea level rise"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.01}",2040
"Davis, Allen and Rivera",46.1351,-60.1831,Technology,0.66,"{""Flooding"": 0.05, ""Extreme cold"": 0.08, ""Drought"": 0.0, ""Extreme heat"": 0.06, ""Earthquake"": 0.09, ""Volcano"": 0.03, ""Tornado"": 0.1, ""Wildfire"": 0.08, ""Hurricane"": 0.08, ""Sea level rise"": 0.09}",2040
Cook-Burns,49.88307,-119.48568,Energy,0.34,"{""Drought"": 0.03, ""Extreme heat"": 0.06, ""Extreme cold"": 0.08, ""Tornado"": 0.06, ""Sea level rise"": 0.02, ""Hurricane"": 0.05, ""Wildfire"": 0.01, ""Flooding"": 0.03}",2070
Gray-Evans,43.86682,-79.2663,Retail,0.55,"{""Wildfire"": 0.14, ""Flooding"": 0.14, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Tornado"": 0.02, ""Sea level rise"": 0.1}",2060
Willis-Newman,46.1351,-60.1831,Manufacturing,0.4,"{""Earthquake"": 0.09000000000000001, ""Volcano"": 0.02, ""Wildfire"": 0.15, ""Extreme cold"": 0.12, ""Drought"": 0.02}",2030
"Watson, Evans and Smith",50.26729,-119.27337,Healthcare,0.2,"{""Hurricane"": 0.01, ""Tornado"": 0.05, ""Earthquake"": 0.01, ""Wildfire"": 0.04, ""Flooding"": 0.05, ""Extreme cold"": 0.02, ""Extreme heat"": 0.02}",2050
"Davis, Allen and Rivera",46.1351,-60.1831,Healthcare,0.44,"{""Tornado"": 0.03, ""Extreme heat"": 0.07, ""Hurricane"": 0.03, ""Earthquake"": 0.09, ""Volcano"": 0.06, ""Flooding"": 0.01, ""Drought"": 0.06, ""Wildfire"": 0.09}",2050
Park and Sons,43.86682,-79.2663,Manufacturing,0.69,"{""Sea level rise"": 0.14, ""Extreme cold"": 0.13, ""Tornado"": 0.09, ""Earthquake"": 0.1, ""Flooding"": 0.09, ""Wildfire"": 0.01, ""Extreme heat"": 0.12, ""Drought"": 0.01}",2060
"Thompson, Davis and Brown",45.43341,-73.86586,Manufacturing,0.91,"{""Hurricane"": 0.11, ""Extreme cold"": 0.15, ""Volcano"": 0.16, ""Earthquake"": 0.08, ""Extreme heat"": 0.17, ""Drought"": 0.1, ""Wildfire"": 0.14}",2050
Acevedo-Kennedy,45.43341,-73.86586,Healthcare,0.71,"{""Earthquake"": 0.09, ""Volcano"": 0.02, ""Extreme heat"": 0.34, ""Extreme cold"": 0.05, ""Flooding"": 0.21}",2070
"Clarke, Lutz and Farrell",53.51684,-113.3187,Healthcare,0.38,"{""Volcano"": 0.06999999999999999, ""Sea level rise"": 0.03, ""Extreme cold"": 0.08, ""Drought"": 0.05, ""Tornado"": 0.08, ""Earthquake"": 0.05, ""Flooding"": 0.0, ""Wildfire"": 0.02}",2070
"Hall, Meadows and Anderson",53.51684,-113.3187,Healthcare,0.6,"{""Extreme cold"": 0.019999999999999997, ""Hurricane"": 0.05, ""Extreme heat"": 0.01, ""Volcano"": 0.1, ""Drought"": 0.02, ""Wildfire"": 0.07, ""Sea level rise"": 0.11, ""Flooding"": 0.04, ""Tornado"": 0.14, ""Earthquake"": 0.04}",2060
Johnson and Sons,45.43341,-73.86586,Manufacturing,0.39,"{""Extreme cold"": 0.39}",2040
"Wagner, Curry and Pearson",45.4473,-73.75335,Healthcare,0.5,"{""Sea level rise"": 0.060000000000000005, ""Earthquake"": 0.13, ""Extreme cold"": 0.12, ""Wildfire"": 0.12, ""Hurricane"": 0.07}",2070
"Roberts, Burke and Williams",45.44868,-73.81669,Manufacturing,0.09,"{""Extreme cold"": 0.01, ""Extreme heat"": 0.02, ""Wildfire"": 0.06}",2060
Vega-Huffman,45.43341,-73.86586,Healthcare,0.71,"{""Wildfire"": 0.14, ""Hurricane"": 0.14, ""Extreme heat"": 0.26, ""Extreme cold"": 0.17}",2030
Stewart PLC,46.1351,-60.1831,Technology,0.21,"{""Sea level rise"": 0.05, ""Drought"": 0.05, ""Extreme cold"": 0.0, ""Flooding"": 0.05, ""Volcano"": 0.06}",2050
"Bender, Warren and Sanchez",45.44868,-73.81669,Healthcare,0.98,"{""Tornado"": 0.14, ""Volcano"": 0.5, ""Extreme cold"": 0.34}",2030
"Wagner, Curry and Pearson",50.26729,-119.27337,Manufacturing,0.69,"{""Hurricane"": 0.22, ""Extreme cold"": 0.22, ""Flooding"": 0.06, ""Drought"": 0.19}",2050
Good-Lewis,45.43341,-73.86586,Finance,0.4,"{""Flooding"": 0.11, ""Extreme cold"": 0.29}",2060
Reid PLC,45.4473,-73.75335,Technology,0.01,"{""Earthquake"": 0.01, ""Hurricane"": 0.0, ""Tornado"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.0}",2060
"Hall, Meadows and Anderson",43.86682,-79.2663,Energy,0.57,"{""Earthquake"": 0.049999999999999996, ""Extreme cold"": 0.09, ""Flooding"": 0.11, ""Tornado"": 0.03, ""Extreme heat"": 0.09, ""Wildfire"": 0.03, ""Hurricane"": 0.04, ""Drought"": 0.04, ""Volcano"": 0.09}",2030
Park and Sons,45.4473,-73.75335,Energy,0.06,"{""Wildfire"": 0.0, ""Tornado"": 0.01, ""Hurricane"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.01, ""Volcano"": 0.0, ""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Extreme cold"": 0.01, ""Flooding"": 0.01}",2050
"Roberts, Burke and Williams",45.44868,-73.81669,Manufacturing,0.52,"{""Sea level rise"": 0.24, ""Flooding"": 0.22, ""Drought"": 0.06}",2040
Robertson-Petersen,45.4473,-73.75335,Finance,0.08,"{""Wildfire"": 0.08}",2070
"Davis, Allen and Rivera",45.4473,-73.75335,Technology,0.31,"{""Hurricane"": 0.09, ""Extreme cold"": 0.12, ""Drought"": 0.04, ""Wildfire"": 0.06}",2060
Foster-Flores,42.8334,-80.38297,Healthcare,0.65,"{""Earthquake"": 0.07, ""Tornado"": 0.13, ""Extreme cold"": 0.09, ""Drought"": 0.15, ""Flooding"": 0.12, ""Volcano"": 0.07, ""Wildfire"": 0.01, ""Sea level rise"": 0.01}",2060
"Thompson, Davis and Brown",42.8334,-80.38297,Technology,0.83,"{""Extreme cold"": 0.75, ""Earthquake"": 0.08}",2050
Acevedo-Kennedy,46.23899,-63.13414,Healthcare,0.07,"{""Wildfire"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Sea level rise"": 0.01, ""Volcano"": 0.02, ""Extreme cold"": 0.01}",2030
Torres-Sanchez,46.1351,-60.1831,Healthcare,0.64,"{""Earthquake"": 0.32, ""Extreme heat"": 0.32}",2060
Thomas-Chavez,45.4473,-73.75335,Healthcare,0.44,"{""Earthquake"": 0.44}",2050
Reid-Sherman,45.44868,-73.81669,Retail,0.89,"{""Volcano"": 0.89}",2070
Foster-Flores,53.51684,-113.3187,Healthcare,0.43,"{""Volcano"": 0.019999999999999997, ""Extreme heat"": 0.07, ""Flooding"": 0.06, ""Wildfire"": 0.06, ""Earthquake"": 0.05, ""Drought"": 0.06, ""Sea level rise"": 0.05, ""Extreme cold"": 0.06}",2040
Stewart PLC,43.86682,-79.2663,Retail,0.15,"{""Extreme cold"": 0.15}",2050
Alvarez Inc,43.86682,-79.2663,Technology,0.44,"{""Wildfire"": 0.1, ""Extreme cold"": 0.07, ""Sea level rise"": 0.08, ""Earthquake"": 0.05, ""Volcano"": 0.03, ""Extreme heat"": 0.02, ""Drought"": 0.01, ""Flooding"": 0.08}",2060
Reid-Sherman,49.88307,-119.48568,Manufacturing,0.95,"{""Extreme heat"": 0.95}",2030
"Bender, Warren and Sanchez",49.88307,-119.48568,Technology,0.28,"{""Wildfire"": 0.060000000000000005, ""Drought"": 0.02, ""Sea level rise"": 0.01, ""Flooding"": 0.0, ""Volcano"": 0.02, ""Hurricane"": 0.08, ""Earthquake"": 0.03, ""Extreme cold"": 0.06, ""Tornado"": 0.0}",2040
Stanton-Joyce,42.8334,-80.38297,Finance,0.55,"{""Earthquake"": 0.04, ""Extreme cold"": 0.11, ""Wildfire"": 0.14, ""Tornado"": 0.03, ""Flooding"": 0.09, ""Hurricane"": 0.12, ""Extreme heat"": 0.02}",2070
Good-Lewis,50.26729,-119.27337,Retail,0.51,"{""Volcano"": 0.06999999999999999, ""Drought"": 0.22, ""Flooding"": 0.22}",2070
"Hooper, Evans and Merritt",53.51684,-113.3187,Healthcare,0.87,"{""Drought"": 0.63, ""Sea level rise"": 0.24}",2070
"Rodriguez, Roberts and Fuller",45.40008,-73.58248,Technology,0.59,"{""Flooding"": 0.09, ""Earthquake"": 0.03, ""Extreme heat"": 0.06, ""Wildfire"": 0.08, ""Extreme cold"": 0.06, ""Sea level rise"": 0.1, ""Volcano"": 0.03, ""Tornado"": 0.02, ""Hurricane"": 0.12}",2070
Thomas-Chavez,42.8334,-80.38297,Manufacturing,0.81,"{""Wildfire"": 0.15, ""Extreme heat"": 0.25, ""Earthquake"": 0.22, ""Flooding"": 0.06, ""Hurricane"": 0.13}",2030
Foster-Flores,46.23899,-63.13414,Energy,0.1,"{""Earthquake"": 0.0, ""Tornado"": 0.05, ""Extreme heat"": 0.05}",2040
"Davis, Allen and Rivera",45.43341,-73.86586,Manufacturing,0.13,"{""Extreme heat"": 0.0, ""Volcano"": 0.0, ""Sea level rise"": 0.01, ""Wildfire"": 0.01, ""Earthquake"": 0.03, ""Tornado"": 0.03, ""Hurricane"": 0.02, ""Drought"": 0.02, ""Extreme cold"": 0.01}",2040
"Clarke, Lutz and Farrell",45.44868,-73.81669,Retail,0.32,"{""Wildfire"": 0.06999999999999999, ""Drought"": 0.03, ""Extreme heat"": 0.06, ""Extreme cold"": 0.03, ""Volcano"": 0.05, ""Sea level rise"": 0.02, ""Tornado"": 0.03, ""Hurricane"": 0.03}",2050
